Id,Y,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36
19,1,1,1,117961,118398,1,1,2,1,1,118507,-1,7.038607350239201,1,0,1,138290,1.985268026406506,1,118892,118890,0,2,1,3.54,53.676088320086656,0,79091,5,2,164,1.0,27104,118327,1,78.17272141168162,2
20,1,1,1,117961,118205,1,1,1,1,4,121883,0,22.234493526267308,-1,0,1,168365,57.68746877966782,1,119964,119962,0,0,1,3.54,18.48302331613202,0,23095,1,2,1,0.0448136879989,71189,118386,2,54.303273433952214,-1
21,1,1,1,117961,290919,1,2,-1,1,1,118320,2,73.43827555947462,0,0,1,147114,63.339426601417394,1,118786,118784,0,-1,1,3.54,40.638856845589835,0,36609,2,0,1,1.0,15918,118327,1,41.42249870444166,1
22,1,1,1,117887,118295,1,-1,-1,1,1,121961,-1,7.186861556615254,2,7,1,272556,14.79239785169697,1,118982,118980,0,2,1,1.77,36.57396674455505,0,73542,1,-1,3,1.0,3221,119256,1,65.59339962112378,2
23,1,1,1,117961,118331,1,1,1,1,1,118631,1,77.97451771204025,1,1,1,132719,45.544138218832245,1,118332,307024,-1,1,1,1.77,32.56772986550218,0,75833,1,0,13,1.0,17598,118300,1,28.812821301285886,1
24,1,1,1,117961,118960,1,-1,-1,1,1,120666,1,64.40906449597206,0,0,1,270820,78.40724507416829,1,120774,120773,1,0,1,1.77,30.67860906712433,0,31822,10,1,4,1.0,4272,118343,1,31.162494757111325,2
25,1,1,1,117961,118638,1,0,-1,1,1,121949,2,30.212876857629755,-1,1,1,138898,71.52468292404697,1,120814,120812,1,2,1,1.77,10.39556121934202,0,40866,1,2,1,-2.16985413093,53049,118052,1,39.57409119550888,0
26,1,1,1,117961,290919,1,2,1,2,1,118933,2,72.51378010848877,1,0,1,117906,9.13611026951796,1,118322,118321,1,0,1,1.77,26.59135302685923,0,42030,4,-1,1,2.76740150225,8283,118052,1,41.45867531831684,0
27,1,1,1,117902,118398,1,2,1,1,1,118507,0,36.65347334321305,0,1,1,120991,57.538472892245196,1,120992,120990,2,2,1,5.31,25.398948909641415,0,33240,2,2,4,2.89255948511,311696,117903,1,63.32980464398508,-1
28,1,1,1,117961,290919,1,2,2,1,1,119993,2,55.51530842945955,2,4,1,117906,75.65148491921495,1,118322,118321,2,1,2,1.77,23.01487281417617,0,17291,1,2,2,1.0,5409,118343,1,94.09075887620732,1
29,1,1,1,117926,19721,1,1,-1,1,1,117884,-1,24.26527357064411,2,1,1,117886,51.012156185320535,1,117880,117879,0,2,1,1.77,67.07578501002556,0,20292,1,0,18,2.08949802124,48656,117927,1,0.12402040688195282,1
30,1,1,1,117961,290919,1,0,2,1,1,119993,2,94.59905125799011,-1,0,1,240983,82.75017383988164,1,117908,117905,0,-1,1,1.77,15.914577683170162,0,23819,1,-1,1,1.0,5409,118343,1,92.06732613837085,2
31,1,1,1,117961,118398,1,2,-1,1,1,124170,2,90.46783738732054,2,0,1,311441,13.195077341777484,1,120649,120647,-1,-1,1,5.31,76.47465353752696,0,36266,1,1,1,2.48280171559,4740,118446,1,56.36230313592737,0
32,0,1,2,91261,290919,1,-1,0,1,1,118202,-1,73.19276817605119,1,0,1,117906,87.86933910176634,1,117908,117905,-1,0,1,1.77,66.33297734933878,0,77954,1,0,3,-1.90506137986,7278,118026,1,47.26495290612659,0
33,1,1,1,117961,117887,1,-1,2,1,1,19666,1,2.7193057153521605,0,1,1,118368,11.916016617624337,1,118486,118368,-1,2,1,1.77,45.91794801822541,0,19665,1,2,2,1.0,22841,117969,1,97.09877191824438,1
34,1,1,1,117961,290919,1,1,1,1,1,119987,2,47.99366092782624,2,1,1,117906,56.223927715283786,1,117908,117905,-1,-1,1,3.54,76.96481041114124,0,80444,4,-1,1,0.178654218065,4638,118343,1,16.37761414401946,2
35,1,1,1,117961,290919,1,0,1,1,1,120368,1,3.547560025325902,0,0,1,240983,68.41654199508139,1,117908,117905,-1,0,1,44.25,60.816941178550486,0,4674,1,0,1,-0.205148826727,51127,118446,1,36.20009043306748,-1
36,1,1,1,11146,19721,1,2,0,1,1,117920,0,87.35264856150073,2,10,1,163031,32.82617791906281,1,118570,118568,0,0,1,1.77,96.32763180486563,0,34312,1,1,1,-0.400412193654,14674,118491,1,12.819718798000125,0
37,1,2,1,117961,118424,1,0,1,1,1,121108,2,72.91320023767288,1,0,1,202649,71.4657751865793,1,120346,120344,-1,-1,1,1.77,84.14177330432086,0,45299,1,2,28868,1.02058565306,17251,118300,1,70.92190173429131,2
38,1,1,1,118349,118870,1,1,2,1,1,122672,-1,43.80691453333927,0,0,1,125539,96.76810174627954,1,124539,124537,0,1,1,1.77,73.84268637338988,0,39473,4,-1,1,1.0,7490,118350,1,51.719713964901615,1
39,1,1,1,117961,4673,1,2,-1,1,1,118514,2,61.95353247157798,2,0,1,302830,20.396575056829004,1,128231,128230,0,2,1,1.77,42.072552366930935,0,15731,1,0,4,4.77791049993,17828,118300,1,15.248897167672348,2
40,1,1,1,117961,308574,1,1,-1,1,1,123719,-1,12.001075075214562,0,0,1,279443,2.0707050519813253,1,118779,118777,1,2,1,1.77,97.52706849816848,0,5389,1,-1,2,1.0,820,118300,1,78.64779084385908,1
41,0,1,1,117961,290919,1,2,-1,1,1,118344,0,44.812384401606806,0,0,1,117906,94.78133243262852,1,117908,117905,1,1,1,1.77,2.5098963241023564,0,973,1,-1,1,-3.96338201825,14811,118343,1,1.1566382914307116,1
42,1,1,1,117961,292795,1,2,2,1,1,119257,-1,38.124802516282266,1,0,1,118806,69.40670371100764,1,117948,117946,2,-1,1,8.85,41.11630523228084,0,18071,1,1,1,1.98714832697,15978,119256,1,0.5764370242850925,1
43,1,1,1,118192,117887,1,0,-1,1,1,117895,2,43.591616777764365,0,0,1,118195,3.9463053509070423,1,118196,118194,0,2,1,1.77,62.924375275836134,0,14569,1,1,19,-0.558319454074,21698,118193,1,30.74137526683246,0
44,1,1,1,117961,118643,1,2,2,1,1,118933,2,76.62666582545302,0,1,1,128747,87.6303984040548,1,118843,118841,-1,1,1,1.77,8.61836970505021,0,25987,2,0,3,1.0,16243,118327,1,44.740407349985475,1
45,1,1,1,117961,118398,1,-1,0,1,1,119984,1,14.060369367511372,2,0,1,311441,29.498366863630466,1,120649,120647,2,1,1,5.31,95.12134788505924,0,80209,1,-1,9,-0.412019652253,46526,118300,1,31.499215210493258,0
46,1,1,1,119370,118704,1,2,0,1,1,118701,2,97.82613067400578,2,0,1,132221,46.64101779918383,1,118705,118702,0,0,1,1.77,18.273602179063474,0,3852,1,2,1,1.0,30488,119370,1,1.4682737378509003,2
47,1,1,1,117961,118424,1,0,1,1,1,127284,1,33.350873132970385,2,0,1,236735,56.82640367339944,1,118828,118826,2,2,1,8.85,25.18544304194794,0,16987,1,1,1,1.0,3085,118300,1,1.8907301590327497,0
48,0,1,1,117961,118424,1,2,-1,1,1,120126,2,42.48252407037021,1,0,1,133686,90.33034892244068,1,123617,123615,2,0,1,1.77,97.44855635855316,0,33247,3,2,1,1.03827637795,4952,118343,1,63.55813798320668,1
49,1,1,1,118126,19721,1,-1,2,1,1,117895,0,20.45444202731842,2,1,1,267952,47.30251829956549,1,117900,117899,0,2,1,125.67,59.21291783888576,0,13877,140,-1,2,0.596915290557,31435,118237,1,58.384256337398256,-1
50,1,1,1,119062,117887,1,2,0,1,1,118992,2,52.18420986882661,1,0,1,130134,73.07021593027716,1,118030,118028,2,2,1,1.77,12.882204636280303,0,75077,1,2,1,0.950507893377,4566,119091,1,10.557707162449304,0
51,1,1,1,117980,117887,1,0,0,1,1,118246,1,37.90185185046872,2,0,1,141712,51.376607940342225,1,117973,179731,1,2,1,5.31,72.82311877051859,0,70451,1,1,5,1.0,13401,117981,1,73.91635958087078,1
52,1,1,1,117961,119221,1,-1,2,1,1,123125,0,32.86696631058008,0,0,1,270994,34.425542427818954,1,122024,122022,0,1,1,1.77,33.79587418083146,0,75833,1,-1,13,1.21778273107,1540,118343,1,21.85060317579033,2
53,1,1,1,117961,290919,1,1,0,1,1,117904,1,91.35192292826,0,1,1,311441,54.961003037779264,1,119951,119949,2,1,2,1.77,67.43093043416356,0,31603,1,-1,8,1.99651305449,2014,117962,1,94.4907241016946,0
54,1,1,1,117961,120518,1,1,-1,1,1,121787,0,3.6735152388978842,0,0,1,123107,72.4422355895636,1,123047,123045,0,2,1,1.77,71.67166896076192,0,32269,1,0,19,1.0,12397,118327,1,34.965213203027986,0
55,1,1,1,117961,118638,1,1,0,1,1,120059,-1,24.324869976377894,1,1,1,310589,77.3571355594843,1,119851,119849,-1,2,1,3.54,99.28447988475159,0,33641,1,-1,1,-0.824488451123,46514,118300,1,45.160624609428815,-1
56,0,1,1,118003,19721,1,-1,0,1,1,117878,1,29.217432188154135,0,0,1,292195,69.11655222360089,1,118570,118568,-1,0,1,1.77,30.244363119551178,0,33641,2,2,4,0.0,65711,118004,1,45.811356177791694,0
57,1,1,1,118079,118372,1,1,-1,1,1,117878,-1,33.06424355814025,-1,0,1,118371,70.71923647204832,1,118373,118370,2,-1,1,3.54,83.16751101860424,0,74978,11,-1,1,1.0,118151,118080,1,20.06569777143845,0
58,1,1,1,118256,121916,1,0,-1,1,1,118575,-1,53.35811903307266,-1,0,1,212510,62.94837865432211,1,123672,123670,2,-1,1,1.77,96.79771519788385,0,15368,7,2,4,-1.41313624891,15395,118257,1,46.69286740224403,1
59,1,1,1,127044,118331,2,-1,1,1,1,118821,-1,80.1816057613388,1,3,1,306404,21.349850564896855,1,118332,307024,1,0,1,5.31,57.26826066458393,0,86302,3,0,19,-1.43459482146,55556,127045,1,72.27109491245199,1
60,1,1,1,117961,290919,1,2,1,1,1,120317,2,3.544960058223523,2,1,1,240983,44.099497677855496,1,118322,118321,0,-1,1,1.77,15.471408749348015,0,16922,1,-1,2,1.0,7506,118446,1,45.8777022385037,-1
61,1,1,1,118006,19721,1,2,1,1,1,117920,-1,67.69036026705064,0,2,1,117897,12.021558827884327,1,117880,117879,0,2,1,1.77,60.33814063950934,0,37114,1,2,7,-2.45686682181,2088,118007,1,94.04466947197314,2
62,1,1,1,117961,290919,1,-1,0,1,1,119924,1,22.25231978659722,0,2,1,117906,30.816457926482833,1,118322,118321,1,0,1,1.77,48.56293562520276,0,16088,61,2,1,-1.81667163405,17790,118225,1,44.77438497069242,2
63,1,1,1,117961,118453,1,-1,1,1,1,118378,2,85.88813258916709,2,3,1,120953,96.20859048799115,1,120954,120952,1,2,1,1.77,32.46559302929606,0,79091,1,1,1,0.996989824331,46224,118327,1,6.06533172664403,2
64,1,1,1,91261,290919,1,2,0,1,1,118202,-1,47.41559986740167,-1,0,1,117906,84.08188697354689,1,117908,117905,-1,0,1,17.7,99.96721189067186,0,42337,1,-1,172,-0.910491267092,16527,118026,1,93.41085256317854,-1
65,1,1,1,117902,290919,1,2,2,1,1,118783,-1,28.326089111116005,2,24,1,117906,89.51436742713736,1,117908,117905,2,1,1,10.62,9.786639983496803,0,15671,1,-1,3,-2.44593411679,1923,117903,1,82.7992536364544,0
66,1,1,1,117961,119772,1,2,1,1,1,118378,0,70.99927359677388,-1,0,1,119771,87.76354524641314,1,135742,135740,1,0,1,1.77,70.50298473262269,1,83243,1,0,23,-0.993187407716,8138,118052,1,32.90974611110238,-1
67,1,1,1,119062,117887,1,-1,-1,1,1,122012,0,95.90381901234097,2,0,1,130134,18.689631083592218,1,117973,179731,-1,1,1,1.77,89.8029490190942,0,74195,1,0,25,-1.2250032721,4106,119091,1,97.21370127212033,0
68,1,1,1,117961,290919,1,1,1,1,1,119142,0,73.75886358234585,2,0,1,117906,97.66578261361462,1,118322,118321,1,1,1,130.98,5.839532817526671,0,34432,2,0,1,1.0,8094,118343,1,72.2313190686954,0
69,1,1,1,117961,290919,1,-1,1,1,1,120050,-1,68.68240592310207,0,0,1,118260,16.271712976072795,1,118261,118259,1,2,1,8.85,46.88494640382115,0,23095,3,1,7,1.71894769192,4549,118225,1,72.14442140463885,0
70,1,1,1,117961,308574,1,1,1,1,1,119408,-1,16.674759375081905,-1,0,1,132799,72.87685735004742,1,118539,118536,1,0,1,1.77,29.65131016208471,0,75077,3,2,6,1.0,15567,118052,1,67.68403997299318,2
71,1,1,1,118212,119184,1,1,-1,1,1,117878,0,83.03074462375997,1,2,2,135350,34.92673704589517,1,119194,119192,-1,1,1,3.54,91.66851972033938,0,32086,1,-1,4,1.0,2144,119763,2,24.327682361864365,2
72,1,1,1,117961,290919,1,2,1,2,1,124725,-1,61.66147444651621,1,2,1,240983,85.23241659466915,1,117908,117905,2,0,1,1.77,90.9562579784178,0,74155,2,1,15,-5.05401755638,7520,118343,1,78.12192221075753,-1
73,1,1,2,117961,118424,1,-1,1,1,1,120398,-1,38.07441939662287,-1,0,1,310997,3.190803270025855,1,120346,120344,-1,1,1,1.77,27.03168894979028,0,42092,1,2,1,1.9781993081,17253,118052,1,77.28440291105831,2
74,1,1,1,117961,290919,1,2,2,1,1,118352,2,59.726636161545265,2,0,1,117906,40.2236483416474,1,117908,117905,1,0,2,8.85,21.14030461484946,0,81283,2,0,2,-1.15106832673,4698,117962,1,47.46520915437403,2
75,1,1,1,117961,290919,1,1,0,1,1,121305,0,37.683874559046,2,0,1,124402,41.34983907572547,1,118786,118784,-1,1,1,1.77,38.7578947721333,0,38997,1,0,18,1.0,5652,118300,1,76.00391198165022,-1
76,1,1,1,138798,290919,1,-1,2,1,1,120539,1,32.617095213604465,1,1,1,117906,44.53766370220528,1,118322,118321,0,1,1,8.85,37.91817343292695,0,79739,1,1,23,-1.93102542009,16120,138799,1,15.598809483145004,-1
77,1,1,1,119134,308574,1,-1,0,1,1,125440,0,53.84653032935444,-1,1,1,126297,78.669316592485,1,118687,118685,1,2,1,1.77,8.38831882072003,0,105752,8,0,5,1.0,3619,119135,1,42.65067572078512,1
78,0,1,1,117961,118453,1,1,0,1,1,118933,1,53.04154084195297,-1,0,1,130134,45.057834204735414,1,118749,118747,-1,-1,1,1.77,83.67089802315131,0,37361,1,1,88,0.0,3697,118327,1,30.13284329378285,1
79,1,1,1,117961,290919,1,-1,2,1,1,118992,0,0.22523679009608388,2,3,1,118785,99.99079004402503,1,118786,118784,0,2,1,60.18,30.173344479096276,0,33238,1,2,3,1.73069672745,54618,118052,1,72.29098741081576,-1
80,1,1,1,117961,290919,1,1,1,1,1,118910,0,80.15374077745456,1,0,1,118448,1.3701397299068607,1,118322,118321,0,-1,1,1.77,70.28482223836974,0,42225,1,2,2,3.10270433692,44062,117962,1,14.197823179956337,1
81,1,1,1,117902,290919,1,-1,2,1,1,118783,-1,76.4520066459702,-1,3,1,117906,24.976415901900683,1,117908,117905,2,0,1,1.77,31.778678763653822,0,35067,1,2,2,0.465827335587,1923,117903,1,52.2073161007903,2
82,1,1,1,118315,19793,1,-1,0,1,1,125004,-1,95.79586264352929,2,5,1,281445,71.5180714506952,1,118676,118674,-1,-1,1,3.54,23.875013820807457,0,73814,2,1,3,-0.182845612073,29592,118463,2,93.77105997646939,-1
83,1,1,1,117893,117887,1,1,-1,1,1,117895,-1,51.56511282551859,-1,1,1,117897,7.475178650211312,1,117898,117896,0,-1,1,7.08,10.778646197476228,0,26436,1,0,1,1.0,18437,117894,1,93.92180963218702,1
84,1,1,1,117961,118424,1,-1,0,1,1,119890,2,10.487031762888732,2,0,1,133833,20.70385260906096,1,120008,120006,-1,1,1,5.31,48.235703637300155,0,75442,1,-1,1,1.0,5119,118300,1,40.32978736955165,0
85,1,1,1,118219,19721,1,1,-1,1,1,117912,2,82.75083726969925,1,0,1,136473,93.76421201351829,1,118570,118568,0,2,1,1.77,85.81184832611669,0,14569,1,0,10,1.0,20496,118220,1,20.273695915697242,0
86,1,1,1,91261,118667,1,0,-1,1,1,119362,1,74.73763511948826,2,0,1,307210,31.453144094770035,1,119365,119363,-1,1,1,1.77,7.280818943904355,0,17307,1,-1,1,3.2599496255,17575,118026,1,6.495195756719896,2
87,0,1,1,119596,118424,1,2,1,1,1,124266,-1,55.224809200236834,0,0,1,310715,97.12537510757036,1,120791,120789,-1,2,1,1.77,64.3259583123576,0,18071,1,-1,1,2.39993092724,6926,119597,1,33.41987433280538,1
88,1,1,1,117961,290919,1,2,0,1,1,121639,2,97.58680169333887,0,1,1,117906,76.88000009906652,1,117908,117905,2,2,1,3.54,6.77427377253359,0,152,1,2,1,1.0,169,118413,1,61.190860207354504,0
89,1,1,1,117961,118363,1,-1,1,1,1,118437,2,40.09067755498017,2,0,1,118362,31.64974348841929,1,124436,124435,2,2,1,1.77,27.76778677158752,0,79954,1,1,1,1.0,70264,118343,1,47.59803518295893,0
90,1,1,1,117961,290919,1,1,2,1,1,118933,0,61.443945554122124,0,0,1,147114,61.47415149272211,1,118786,118784,-1,2,1,5.31,78.89247750654049,0,34923,1,0,2,0.164439158352,74746,118327,2,97.06031200096035,2
91,1,1,1,117961,290919,1,2,1,1,1,123844,1,78.37019406309695,-1,1,1,117906,55.97317782730674,1,118322,118321,1,0,1,1.77,38.28345276202321,0,72344,7,2,4,1.32211781366,71171,118386,1,70.23422962009708,-1
92,1,1,1,117961,290919,1,2,2,1,1,118320,1,81.71558508252309,0,0,1,117906,40.38224512389754,2,118322,118321,2,-1,1,1.77,59.03011139551726,0,112854,4,0,115,0.954162419467,7133,118327,1,59.422694763721836,1
93,1,1,1,117961,290919,1,0,2,1,1,19772,0,75.33907346032592,-1,0,1,117906,85.9202128495661,1,118322,118321,2,0,1,33.63,57.47687173968126,0,40761,1,2,5,1.0,15779,118300,1,55.02161535922616,-1
94,1,1,1,117961,290919,1,-1,-1,1,1,120663,2,76.85489967927913,0,0,1,147114,92.57487809812804,1,118786,118784,0,0,1,3.54,47.82914419528998,0,80137,2,1,35,-2.46370944864,4659,118225,1,32.695254695154134,1
95,1,1,1,118192,117887,1,1,1,1,1,117895,-1,82.77224899283534,2,3,1,118195,98.70141923088566,1,118196,118194,-1,1,1,1.77,79.94149030300025,0,78270,1,2,1,-0.240476954102,21698,118193,1,16.794640250069513,-1
96,1,1,1,118079,117887,1,2,0,1,1,117878,1,82.21520045450525,2,0,1,118177,2.3789387530785966,1,117888,117885,0,-1,1,5.31,18.41186972414688,0,44730,27,2,1,-3.80971179555,60055,118080,1,87.57268504054268,2
97,1,1,1,117961,118424,1,0,2,1,1,120677,2,11.709656496067922,2,0,1,297566,58.46549134908642,1,122069,122067,2,2,1,1.77,86.17989799291155,0,75077,1,1,1,1.0,7913,117962,1,4.976248300082919,-1
98,1,1,1,117975,117887,1,-1,0,1,1,118246,0,69.80804654959904,0,16,1,118247,9.000780155737754,1,117973,179731,0,2,1,1.77,63.98639849865337,0,32400,1,-1,1,0.0804304982285,11830,117976,1,1.7231055130951578,1
99,1,1,1,117961,290919,1,-1,1,1,1,118700,-1,19.676291850987138,1,0,1,118448,79.35476465300034,1,118322,118321,-1,0,1,1.77,64.55120741042383,0,4674,1,-1,1,-2.07033420374,2983,118343,1,24.005197071872818,-1
100,1,1,1,117961,308574,1,0,0,1,1,118979,2,6.152396570093299,1,6,1,279443,30.151452930757962,1,118779,118777,0,2,1,1.77,17.71390200514038,0,981,154,-1,1,1.0,55895,118343,1,46.30223387135102,-1
101,1,1,1,117961,118504,1,1,0,1,1,118501,-1,27.133511132666033,2,0,1,126111,68.23521992445045,1,120704,120702,1,-1,1,1.77,43.596529293101995,0,78846,1,1,3,1.0,2225,117962,1,29.61364537433937,1
102,1,1,1,117961,290919,1,0,-1,1,1,118783,1,69.37586653025541,2,10,2,147114,95.99697827127282,1,118786,118784,2,-1,1,15.93,79.24461278117928,0,31346,1,0,71,0.293178438242,7460,118300,1,0.2553017453451045,0
103,1,1,1,117961,118504,1,1,2,1,1,118501,0,43.774337124523164,2,1,1,118503,28.354221203870544,1,118505,118502,0,0,1,1.77,83.2615942111867,0,74141,3,0,1,3.50135582148,2355,117962,1,43.69943240156664,2
104,1,2,1,117961,290919,1,0,-1,1,1,120318,2,50.80452116026343,0,0,1,117906,86.03865222304597,1,118322,118321,-1,1,2,3.54,94.3318103357071,0,18071,1,2,7,0.64907680424,5899,118327,1,54.07173116627493,2
105,1,1,1,117961,290919,1,0,1,1,1,123719,1,22.672276428714223,-1,0,1,117906,77.02480529923066,1,118322,118321,0,-1,1,1.77,29.630934159098253,0,20363,1,0,3,1.87264388239,29134,118300,1,34.85164807262399,1
106,1,1,1,117961,290919,1,2,-1,1,1,118320,1,94.4952328993166,-1,31,1,122060,53.42720500411947,1,122062,122060,1,1,1,1.77,4.569685963998382,0,4674,1,0,7,1.0,25618,118327,1,62.00249825486729,-1
107,1,2,1,118212,118638,1,2,-1,1,1,118458,0,82.08490833747646,-1,1,1,290535,88.26760036127422,1,119851,119849,0,-1,1,21.24,91.30243503420651,0,73797,1,-1,390,-0.251032468468,4757,118213,1,4.964078009847938,-1
108,1,1,1,117943,292795,1,0,1,1,1,117945,2,73.04572902360236,0,5,1,126800,53.87154342211017,1,118943,259173,0,-1,1,1.77,56.94370795376537,0,26409,1,2,173,1.53104010725,46459,117944,1,18.554855086200384,-1
109,1,1,1,117961,290919,1,1,2,1,1,118403,0,88.7862972436285,0,0,1,117906,0.004665722591479238,1,118322,118321,1,1,1,1.77,73.22647200306312,0,31992,1,1,1,1.0,1309,118225,1,42.18826214014254,-1
110,1,1,1,117961,119095,1,-1,-1,1,1,119092,-1,51.38776733406362,-1,0,1,119094,81.39407447267943,1,122850,122849,0,1,1,1.77,66.86012458085068,0,74191,5,-1,1,1.0,16850,118225,1,25.116952103318756,-1
111,1,1,1,117935,19721,1,1,2,1,1,117878,2,67.4228676576652,-1,2,1,117899,23.499718086774067,1,117900,117899,0,0,1,1.77,91.52840685102493,1,43686,3,-1,3,-1.24304825221,19915,117936,1,11.867557528060713,-1
112,1,1,1,117961,290919,1,1,-1,1,1,118856,-1,61.38008927760074,0,0,1,117906,91.72591078035975,2,118322,118321,-1,2,1,1.77,69.29715014763273,0,15022,8,2,9,1.0,310697,118343,1,42.33599326679861,-1
113,1,1,1,117961,290919,1,1,1,1,1,118514,2,83.91831301722253,1,0,1,117906,97.83280497082742,1,117908,117905,2,-1,2,1.77,8.933864272651903,0,4674,1,1,2,1.0,17669,118300,1,25.160120403786678,2
114,1,1,1,117961,290919,1,2,-1,1,1,123844,0,5.813152351546402,-1,0,1,117906,12.045251972508385,1,118322,118321,1,-1,1,7.08,92.78157524887712,0,80204,1,0,14,-5.06027197878,7069,118386,1,19.359605890291075,-1
115,1,1,1,117961,290919,1,1,2,3,1,118481,-1,62.9640256116504,2,0,1,128528,13.714601761350597,2,117908,117905,0,2,1,7.08,0.0673574784721298,0,5348,1,0,3,1.0,7370,118413,1,47.05494463568161,1
116,1,1,1,117961,290919,1,1,0,1,1,120370,1,44.36690770338216,2,0,1,117906,73.69639894328924,1,117908,117905,0,1,1,1.77,40.834637978670315,0,16198,2,2,1,1.91046679081,30,118413,1,96.31656816167153,0
117,1,1,1,117916,117887,1,1,2,1,2,118599,2,84.79526666317507,-1,65,1,164223,26.494362967810424,2,117973,179731,0,1,1,1.77,94.57898491308686,0,20278,1,0,3,3.41994826012,24708,118011,1,55.82564907985316,0
